,,,,,,
,,,,,,
Base Aggregate Report,,,,,,
,,,,,,
,,,,,,
,Base Number,Base Name,,Pick Up Date,Number of Trips,Number of Vehicles
,B01509,"BRUNWISH ENTERPRISES,LTD.",,04/18/2015, 802 , 72 
,B01514,LOS ANDES LIMO INC.,,04/18/2015, 82 , 12 
,B01522,"STM ENTERPRISES,INC",,04/18/2015, 109 , 14 
,B01537,S.I. SPEED INC.,,04/18/2015, 154 , 15 
,B01546,BELLE ROCK OF BEACH CHANNEL INC.,,04/18/2015, 107 , 7 
,B01608,JERUSALEM CAR COM.INC.,,04/18/2015, 8 , 4 
,B01614,R TRANSPORT INC,,04/18/2015, 44 , 8 
,B01623,JAMAICA EXPRESS CAR SERVICE INC.,,04/18/2015, 63 , 11 
,B01625,GLOBE CAR SERVICE INC,,04/18/2015, 114 , 8 
,B01626,LA NUEVA QUISQUEYA C/S INC,,04/18/2015," 1,679 ", 124 
,B01675,"TOWNCAR TRANSPORTATION, INC.",,04/18/2015, 111 , 12 
,B01678,G WAY TRANSPORT INC.,,04/18/2015, 48 , 5 
,B01679,CENTURY CAR SERVICE INC.,,04/18/2015, 71 , 4 
,B01726,SUPER CLASS RADIO DISP INC,,04/18/2015," 1,375 ", 157 
,B01727,"CHAUFFEUR SERVICES, INC.",,04/18/2015, 2 , 1 
,B01730,LUCKY EXPRESS CORPORATION,,04/18/2015, 482 , 91 
,B01733,SHMT INC.,,04/18/2015, 70 , 18 
,B01734,AMERICAN DREAM CAR SERVICE INC.,,04/18/2015, 4 , -   
,B01738,NEW COMMANDO CAR SERVICE CORP.,,04/18/2015, 296 , 25 
,B01741,MONACO LIMO & CAR SERVICES INC.,,04/18/2015, 101 , 18 
,B01742,"AVALON TRANSPORTATION, LLC",,04/18/2015, 11 , 7 
,B01779,APEX CAR & LIMO SVCE INC,,04/18/2015, 24 , 9 
,B01846,ROMANTIQUE LIMOUSINE INC.,,04/18/2015, 6 , 4 
,B01849,JOE PAL LIMOUSINE LTD,,04/18/2015, 3 , 2 
,B01854,EUROPE LIMOUSINE SERVICE INC,,04/18/2015, 21 , 9 
,B01868,LIMO 4 LLC,,04/18/2015, 6 , 6 
,B01875,ON LINE LIMOUSINE LLC,,04/18/2015, 6 , 6 
,B01877,U.S.A. LIMO. INC.,,04/18/2015, 94 , 57 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,04/18/2015, 551 , 56 
,B01912,"CAR 24 TRANSPORTATION, INC",,04/18/2015, 12 , -   
,B01928,DISCOVER LIMO INC,,04/18/2015, 1 , 1 
,B01957,"ANIMO, INC",,04/18/2015, 2 , 1 
,B01970,GRAFE STREET SERVICE CORP.,,04/18/2015, 3 , 2 
,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,,04/18/2015, 132 , 17 
,B01990,SUK INCORPORATED,,04/18/2015, 35 , 24 
,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,,04/18/2015, 214 , 16 
,B01998,FIRST CORPORATE SEDANS INC.,,04/18/2015, 153 , 82 
,B02003,"AVALON CORPORATE CAR,INC.",,04/18/2015, 71 , 38 
,B02016,PLANET LIMOUSINE LLC,,04/18/2015, 24 , 15 
,B02021,EASYRIDE CAR SERVICE INC.,,04/18/2015, 50 , 4 
,B02022,GOLD SEAL CAR & LIMO INC.,,04/18/2015, 20 , 10 
,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,,04/18/2015, 15 , 6 
,B02096,"CET GROUP, INC",,04/18/2015, 1 , 1 
,B02110,"OPTIMUM CAR & LIMO, INC.",,04/18/2015, 73 , 7 
,B02127,"CONTINENTAL RIDE, INC.",,04/18/2015, 1 , 1 
,B02133,"TWR CAR & LIMO, INC.",,04/18/2015, 20 , 15 
,B02142,ASCENT LIMOUSINE INC.,,04/18/2015, 2 , 1 
,B02144,"SILVER STAR LIMOUSINES, INC.",,04/18/2015, 17 , 8 
,B02147,"MITA LIMOUSINE, INC.",,04/18/2015, 3 , 3 
,B02155,ABA LUXURY CAR INC.,,04/18/2015, 13 , 11 
,B02157,REAGAN CONVEYANCE  CORP.,,04/18/2015, 161 , 89 
,B02167,MADISON LIMOUSINE INC,,04/18/2015, 6 , 1 
,B02191,US LIMO SYSTEM INC,,04/18/2015, 22 , 10 
,B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,04/18/2015, 3 , 3 
,B02213,"EXPRESS 11 CAR SERVICE, INC.",,04/18/2015, 286 , 27 
,B02217,PCS LIMOUSINE INC.,,04/18/2015, 16 , 7 
,B02240,NEW APPLE TRANS. INC.,,04/18/2015, 16 , 8 
,B02252,ASIANA LIMOUSINE INC.,,04/18/2015, 7 , 5 
,B02265,"COUNTY CAR SERVICE, INC.",,04/18/2015, 5 , 1 
,b02301,DOUBLE A CAR SERVICE INC.,,04/18/2015, 553 , 26 
,B02306,ACCUELIMO LUXURY LLC,,04/18/2015, 136 , 20 
,B02320,"SWIFT 75 CAR & LIMO SVC., INC.",,04/18/2015, 117 , -   
,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,04/18/2015, 16 , -   
,B02389,"EMBARQUE N.Y., INC.",,04/18/2015, 17 , 7 
,B02397,CHICO EXPRESS CORP. 2,,04/18/2015, 288 , 13 
,B02410,"POLO LIMOUSINE, CORP.",,04/18/2015, 32 , 12 
,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,04/18/2015, 18 , 2 
,B02435,"TEINETCO, INC",,04/18/2015, 6 , 4 
,B02436,FEDERAL TRANSIT NY INC.,,04/18/2015, 1 , 1 
,B02440,MLL LIMOUSINE SERVICES INC.,,04/18/2015, 18 , 8 
,B02447,"NEW HAMPTON CAR & LIMO, INC.",,04/18/2015, 5 , 5 
,B02468,GROUNDLINK HOLDINGS LLC,,04/18/2015, 61 , 23 
,B02470,CRI LIMO INC.,,04/18/2015, 8 , 5 
,B02471,TSU GLOBAL SERVICES INC,,04/18/2015, 11 , 4 
,B02475,ECKFORD LITE CAR & LIMO INC.,,04/18/2015, 28 , 9 
,B02491,CALL THREES LLC,,04/18/2015, 16 , 4 
,B02511,DEKALB CAR SERVICE CORP.,,04/18/2015, 31 , 14 
,B02517,LOS PAISANOS LUXURY C/S INC.,,04/18/2015, 8 , 8 
,B02532,COZY RIDE LIMOUSINE INC,,04/18/2015, 9 , -   
,B02541,HIBA CAR & LIMO SVC INC.,,04/18/2015, 6 , 4 
,B02542,BAILEY LUXURY & LIMOUSINE CORP.,,04/18/2015, 2 , 2 
,B02543,GTA CAR & LIMO SERVICE LLC,,04/18/2015, 78 , 9 
,B02547,NICK CAR & LIMO SERVICE INC.,,04/18/2015, 1 , 1 
,B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,04/18/2015, 1 , 1 
,B02564,LAGUARDIA LUXURY CAR & LIMO,,04/18/2015, 4 , 2 
,B02573,SUNSET PARK CAR SERVICE INC,,04/18/2015, 467 , 40 
,B02590,LUXOR LIMO INC,,04/18/2015, 68 , -   
,B02637,ROOSEVELT CAR & LIMO INC.,,04/18/2015, 7 , 7 
,B02653,NEW COLLEGE CAR SVCE INC,,04/18/2015," 1,820 ", 123 
,B02664,CORPORATE CAR LTD.,,04/18/2015, 3 , 3 
,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",,04/18/2015, 7 , 6 
,B02667,LEON LUXURY LIMO INC,,04/18/2015, 2 , 1 
,B02673,CONCORDE LIMOUSINE INC,,04/18/2015, 1 , 1 
,B02681,DIRECT CAR & LIMO SERVICE INC.,,04/18/2015, 2 , 2 
,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,04/18/2015, 1 , 1 
,B02689,OCS LIMO CORP.,,04/18/2015, 2 , 2 
,B02695,SEE USA TOURS INC.,,04/18/2015, 8 , 3 
,B02705                  ,GROUND JET EXECUTIVE TRANSPORTATION LLC,,04/18/2015, 3 , 2 
,B02712,AVE O CAR SERVICE INC,,04/18/2015, 6 , 5 
,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",,04/18/2015, 134 , 1 
,B02718,CHURCHILL EXECUTIVE CARS INC,,04/18/2015, 1 , 1 
,B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,04/18/2015," 1,511 ", 424 
,B02723,CHARLIE BLACK CAR INC,,04/18/2015, 5 , -   
,B02725,KIRIN TRANSPORTATION INC,,04/18/2015, 82 , 1 
,B02726,COMPADRE CAR SERVICE INC.,,04/18/2015, 96 , 10 
,B02727,OSCAR LIMOUSINE INC,,04/18/2015, 2 , 2 
,B02751,RELIANCE GROUP INC,,04/18/2015, 2 , 2 
,B02753,DADDY LIMO INC,,04/18/2015, 20 , 10 
,B02782,NEW APP CAR & LIMO INC,,04/18/2015, 1 , 1 
,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,04/18/2015, 8 , 4 
,B02794,ASAP LUXE INC,,04/18/2015, 95 , 11 
,B00008,T-D MAINTENANCE CORP,,04/19/2015, 272 , 15 
,B00009,T-D MAINTENANCE,,04/19/2015, 162 , 16 
,B00013,LOVE CORP CAR INC,,04/19/2015, 124 , 49 
,B00014,NY ONE CORP CAR INC,,04/19/2015, 149 , 67 
,B00037,TRANSP UNLIMITED C/S,,04/19/2015, 512 , 39 
,B00095,LIBERTY CAR SERVICE INC.,,04/19/2015, 710 , 64 
,B00160,JAFFA CAR & LIMO SVC INC,,04/19/2015, 242 , 2 
,B00202,"EXCELSIOR CAR & LIMO, INC.",,04/19/2015, 47 , 7 
,B00221,PROFESSIONAL CAR SERVICE INC,,04/19/2015, 329 , 57 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,04/19/2015, 228 , 104 
,B00235,"ARISTACAR & LIMOUSINE, LTD.",,04/19/2015, 1 , 1 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,04/19/2015, 893 , 107 
,B00254,XYZ TWO WAY RADIO,,04/19/2015, 365 , 139 
,B00255,CAUTIOUS CARS INC.,,04/19/2015, 8 , 4 
,B00256,FAST OPERATING CORP,,04/19/2015," 2,012 ", 553 
,B00272,BIG APPLE CAR INC,,04/19/2015, 141 , 76 
,B00277,ALL CITY CORP TRANS INC,,04/19/2015, 9 , 6 
,B00280,FLEET RADIO DISPATCH CORP.,,04/19/2015, 93 , 47 
,B00281,"VEE CEE LIMOUSINE SERVICE, INC",,04/19/2015, 52 , 7 
,B00296,PRIME TIME TRANS. INC,,04/19/2015, 20 , 17 
,B00310,WATSON CAR SERVICE INC.,,04/19/2015," 1,842 ", 122 
,B00373,PARTICULAR PEOPLE CAR SERVICE INC.,,04/19/2015, 475 , 21 
,B00381,BELL RADIO INC,,04/19/2015, 83 , 39 
,B00411,FONE-A-CAR INC,,04/19/2015, 56 , 23 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,04/19/2015, 95 , 32 
,B00475,RIDGE TRANSPORTATION CORP.,,04/19/2015, 114 , 10 
,B00477,INTA-BORO ACRES INC,,04/19/2015, 155 , 61 
,B00552,HINO-MARU ENTERPRISES INC.,,04/19/2015, 33 , 22 
,B00608,SUMMIT CORP CAR INC,,04/19/2015, 54 , 19 
,B00619,LINCOLN LIMO SVCE INC,,04/19/2015, 19 , 3 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,04/19/2015, 5 , 4 
,B00652,RESCUE C/S INC,,04/19/2015, 168 , 17 
,B00789,VITAL TRANSPORTATION INC.,,04/19/2015, 271 , 112 
,B00837,CAREY LIMO N Y INC,,04/19/2015, 329 , 104 
,B00856,BEE-BEE CAR & LIMO CORP,,04/19/2015, 753 , 60 
,b00881,CROSSBAY CAR SERVICE INC.,,04/19/2015, 2 , 2 
,B00888,ACE C/L SVCE INC,,04/19/2015, 43 , 21 
,B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,04/19/2015, 243 , 13 
,B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",,04/19/2015, 491 , 61 
,B00932,NATASHAS GRP CAR CORP,,04/19/2015, 293 , 38 
,b00941,PERSONAL TOUCH C/S,,04/19/2015, 56 , -   
,B00948,510 CAR SERVICE CORP,,04/19/2015, 616 , 55 
,b00983,"1431 CAR SERVICE, INC.",,04/19/2015, 65 , 8 
,B01016,810 CAR SVCE CORP,,04/19/2015, 984 , 66 
,B01020,MICHAELS CAR SERVICE INC.,,04/19/2015, 54 , 14 
,b01039,NYC WHEELS CAR SERVICE INC.,,04/19/2015, 10 , 10 
,b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,04/19/2015, 65 , 8 
,B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,04/19/2015, 102 , 12 
,B01087,ELITE LIMO PLUS INC,,04/19/2015, 227 , 112 
,B01129,GTWY INC,,04/19/2015, 239 , 23 
,B01148,EVELYN CAR SERVICE INC,,04/19/2015, 461 , 50 
,B01176,SANTO DOMINGO C/S INC,,04/19/2015, 793 , 75 
,B01177,SLMK INC.,,04/19/2015, 185 , 13 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,04/19/2015, 103 , 44 
,B01222,ANDREA CAR SVCE INC,,04/19/2015, 1 , 1 
,B01231,GO CAR CORP.,,04/19/2015, 228 , 23 
,B01265,CAPRICE C/S CORP,,04/19/2015, 458 , 54 
,B01280,BENSONHURST RIDE INC.,,04/19/2015, 103 , 15 
,B01306,"R N D TRANSPORTATION, INC.",,04/19/2015, 30 , 7 
,B01311,DISCOUNT CAR SVCE,,04/19/2015, 34 , 10 
,B01315,"V.I.T. CAR SERVICE, INC.",,04/19/2015," 1,486 ", 150 
,B01332,SKYWAY CAR SERVICE EXPRESS INC.,,04/19/2015, 47 , 6 
,B01336,BAY EXPRESS CORP.,,04/19/2015, 98 , 15 
,B01340,UNICAR COMPANY INC,,04/19/2015," 1,041 ", 129 
,B01351,HADERECH CAR SERVICE INC,,04/19/2015, 47 , 6 
,B01362,AMERICAN BASE NO.1 INC.,,04/19/2015, 971 , 146 
,B01391,ROSE 'N' DALE C/S INC,,04/19/2015, 180 , 14 
,B01398,ALEX EXP C/L INC,,04/19/2015, 1 , -   
,B01445,J T TRANS CO INC,,04/19/2015, 118 , 27 
,B01453,ST GEORGE EXPRESS CAR SERVICE INC.,,04/19/2015, 259 , 16 
,B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,04/19/2015, 350 , 72 
,B01478,"UNIWORLD BROTHERS ENTERPRISES, INC.",,04/19/2015, 78 , 8 
,B01506,HOYT LIMO & SVC CORP,,04/19/2015, 533 , 57 
,B01509,"BRUNWISH ENTERPRISES,LTD.",,04/19/2015, 743 , 67 
,B01514,LOS ANDES LIMO INC.,,04/19/2015, 70 , 13 
,B01522,"STM ENTERPRISES,INC",,04/19/2015, 90 , 12 
,B01537,S.I. SPEED INC.,,04/19/2015, 159 , 16 
,B01546,BELLE ROCK OF BEACH CHANNEL INC.,,04/19/2015, 80 , 7 
,B01608,JERUSALEM CAR COM.INC.,,04/19/2015, 7 , 3 
,B01614,R TRANSPORT INC,,04/19/2015, 35 , 8 
,B01623,JAMAICA EXPRESS CAR SERVICE INC.,,04/19/2015, 38 , 8 
,B01625,GLOBE CAR SERVICE INC,,04/19/2015, 103 , 8 
,B01626,LA NUEVA QUISQUEYA C/S INC,,04/19/2015," 1,739 ", 109 
,B01635,HAR-SINAY CAR & LIMO SVC INC,,04/19/2015, 28 , 8 
,B01675,"TOWNCAR TRANSPORTATION, INC.",,04/19/2015, 107 , 10 
,B01678,G WAY TRANSPORT INC.,,04/19/2015, 30 , 5 
,B01679,CENTURY CAR SERVICE INC.,,04/19/2015, 40 , 4 
,B01726,SUPER CLASS RADIO DISP INC,,04/19/2015," 1,296 ", 134 
,B01727,"CHAUFFEUR SERVICES, INC.",,04/19/2015, 2 , 1 
,B01730,LUCKY EXPRESS CORPORATION,,04/19/2015, 461 , 88 
,B01733,SHMT INC.,,04/19/2015, 72 , 18 
,B01734,AMERICAN DREAM CAR SERVICE INC.,,04/19/2015, 8 , -   
,B01738,NEW COMMANDO CAR SERVICE CORP.,,04/19/2015, 211 , 23 
,B01741,MONACO LIMO & CAR SERVICES INC.,,04/19/2015, 79 , 16 
,B01742,"AVALON TRANSPORTATION, LLC",,04/19/2015, 22 , 10 
,B01779,APEX CAR & LIMO SVCE INC,,04/19/2015, 17 , 10 
,B01849,JOE PAL LIMOUSINE LTD,,04/19/2015, 4 , 4 
,B01854,EUROPE LIMOUSINE SERVICE INC,,04/19/2015, 38 , 14 
,B01875,ON LINE LIMOUSINE LLC,,04/19/2015, 10 , 3 
,B01877,U.S.A. LIMO. INC.,,04/19/2015, 140 , 63 
,B01899,"ALLSTATE PRIVATE CAR & LIMO,INC",,04/19/2015, 558 , 54 
,B01912,"CAR 24 TRANSPORTATION, INC",,04/19/2015, 16 , -   
,B01957,"ANIMO, INC",,04/19/2015, 10 , 2 
,B01970,GRAFE STREET SERVICE CORP.,,04/19/2015, 1 , 1 
,B01973,RAJA CAR & LIMOUSINE SERVICE INC.,,04/19/2015, 94 , 14 
,B01990,SUK INCORPORATED,,04/19/2015, 38 , 19 
,B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,,04/19/2015, 186 , 15 
,B01998,FIRST CORPORATE SEDANS INC.,,04/19/2015, 212 , 107 
,B02003,"AVALON CORPORATE CAR,INC.",,04/19/2015, 109 , 59 
,B02016,PLANET LIMOUSINE LLC,,04/19/2015, 41 , 21 
,B02021,EASYRIDE CAR SERVICE INC.,,04/19/2015, 68 , 5 
,B02022,GOLD SEAL CAR & LIMO INC.,,04/19/2015, 28 , 12 
,B02026,A RIDE FOR ALL LLC,,04/19/2015, 2 , 1 
,B02054,REGAL CARRIAGE LUX. CAR & LIMO. SVC INC.,,04/19/2015, 14 , 8 
,B02073,"STARGATE LIMOUSINE, INC.",,04/19/2015, 5 , 5 
,B02096,"CET GROUP, INC",,04/19/2015, 1 , 1 
,B02106,"PERFECT LIMO SERVICE, INC.",,04/19/2015, 1 , -   
,B02110,"OPTIMUM CAR & LIMO, INC.",,04/19/2015, 75 , 7 
,B02127,"CONTINENTAL RIDE, INC.",,04/19/2015, 1 , 1 
,B02133,"TWR CAR & LIMO, INC.",,04/19/2015, 24 , 15 
,B02142,ASCENT LIMOUSINE INC.,,04/19/2015, 3 , 3 
,B02144,"SILVER STAR LIMOUSINES, INC.",,04/19/2015, 14 , 7 
,B02147,"MITA LIMOUSINE, INC.",,04/19/2015, 10 , 6 
,B02155,ABA LUXURY CAR INC.,,04/19/2015, 8 , 7 
,B02157,REAGAN CONVEYANCE  CORP.,,04/19/2015, 172 , 80 
,B02167,MADISON LIMOUSINE INC,,04/19/2015, 10 , 1 
,B02191,US LIMO SYSTEM INC,,04/19/2015, 37 , 14 
,B02196,"N & T DOUBLE DIAMOND LIMOUSINES, INC.",,04/19/2015, 1 , 1 
,B02213,"EXPRESS 11 CAR SERVICE, INC.",,04/19/2015, 218 , 22 
,B02216,"FEDERAL TRANSIT, INC",,04/19/2015, 1 , 1 
,B02217,PCS LIMOUSINE INC.,,04/19/2015, 12 , 9 
,B02240,NEW APPLE TRANS. INC.,,04/19/2015, 14 , 9 
,B02248,HYBRID LIMO EXPRESS INC.,,04/19/2015, 10 , 1 
,B02252,ASIANA LIMOUSINE INC.,,04/19/2015, 1 , 1 
,B02265,"COUNTY CAR SERVICE, INC.",,04/19/2015, 13 , 1 
,b02301,DOUBLE A CAR SERVICE INC.,,04/19/2015, 448 , 27 
,B02306,ACCUELIMO LUXURY LLC,,04/19/2015, 119 , 19 
,B02320,"SWIFT 75 CAR & LIMO SVC., INC.",,04/19/2015, 60 , -   
,B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,04/19/2015, 4 , -   
,B02389,"EMBARQUE N.Y., INC.",,04/19/2015, 25 , 7 
,B02397,CHICO EXPRESS CORP. 2,,04/19/2015, 230 , 12 
,B02410,"POLO LIMOUSINE, CORP.",,04/19/2015, 38 , 14 
,B02423,"77 EXPRESS CAR & LIMO SERVICE, INC.",,04/19/2015, 10 , 2 
,B02435,"TEINETCO, INC",,04/19/2015, 11 , 5 
,B02440,MLL LIMOUSINE SERVICES INC.,,04/19/2015, 31 , 14 
,B02447,"NEW HAMPTON CAR & LIMO, INC.",,04/19/2015, 7 , 7 
,B02468,GROUNDLINK HOLDINGS LLC,,04/19/2015, 86 , 24 
,B02470,CRI LIMO INC.,,04/19/2015, 11 , 6 
,B02471,TSU GLOBAL SERVICES INC,,04/19/2015, 8 , 5 
,B02475,ECKFORD LITE CAR & LIMO INC.,,04/19/2015, 23 , 7 
,B02491,CALL THREES LLC,,04/19/2015, 19 , 4 
,B02511,DEKALB CAR SERVICE CORP.,,04/19/2015, 31 , 14 
,B02517,LOS PAISANOS LUXURY C/S INC.,,04/19/2015, 14 , 8 
,B02524,ESQ LIMOUSINE LLC,,04/19/2015, 3 , 2 
,B02532,COZY RIDE LIMOUSINE INC,,04/19/2015, 61 , -   
,B02541,HIBA CAR & LIMO SVC INC.,,04/19/2015, 5 , 2 
,B02543,GTA CAR & LIMO SERVICE LLC,,04/19/2015, 57 , 9 
,B02554,IMMEDIATE LUXURY CAR & LIMO SERVICE INC.,,04/19/2015, 1 , 1 
,B02564,LAGUARDIA LUXURY CAR & LIMO,,04/19/2015, 4 , 2 
,B02573,SUNSET PARK CAR SERVICE INC,,04/19/2015, 469 , 36 
,B02590,LUXOR LIMO INC,,04/19/2015, 53 , -   
,B02629,CARLUX LIMO INC.,,04/19/2015, 3 , 1 
,B02637,ROOSEVELT CAR & LIMO INC.,,04/19/2015, 12 , 11 
,B02653,NEW COLLEGE CAR SVCE INC,,04/19/2015," 1,498 ", 110 
,B02664,CORPORATE CAR LTD.,,04/19/2015, 1 , 1 
,B02666,"D.L.C. LIMOUSINE SERVICE, INC.",,04/19/2015, 4 , 4 
,B02667,LEON LUXURY LIMO INC,,04/19/2015, 3 , 3 
,B02673,CONCORDE LIMOUSINE INC,,04/19/2015, 5 , 4 
,B02686,STANDARD LIMOUSINE & CAR SERVICE GROUP LLC.,,04/19/2015, 2 , 2 
,B02695,SEE USA TOURS INC.,,04/19/2015, 10 , 3 
,B02705                  ,GROUND JET EXECUTIVE TRANSPORTATION LLC,,04/19/2015, 2 , 2 
,B02712,AVE O CAR SERVICE INC,,04/19/2015, 6 , 6 
,B02716,"GEMINI GLOBAL TRANSPORTATION,LLC.",,04/19/2015, 137 , 1 
,B02718,CHURCHILL EXECUTIVE CARS INC,,04/19/2015, 2 , 1 
,B02719,"49 WESTCHESTER SQUARE PRESTIGE CAR SERVICE, CORP.",,04/19/2015," 1,353 ", 390 
,B02725,KIRIN TRANSPORTATION INC,,04/19/2015, 73 , 1 
,B02726,COMPADRE CAR SERVICE INC.,,04/19/2015, 105 , 9 
,B02727,OSCAR LIMOUSINE INC,,04/19/2015, 3 , 2 
,B02731,EMES OF BOROPARK CAR SERVICE INC,,04/19/2015, 11 , 2 
,B02751,RELIANCE GROUP INC,,04/19/2015, 1 , 1 
,B02753,DADDY LIMO INC,,04/19/2015, 18 , 11 
,B02782,NEW APP CAR & LIMO INC,,04/19/2015, 1 , 1 
,B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,04/19/2015, 1 , 1 
,B02794,ASAP LUXE INC,,04/19/2015, 110 , 11 
,B00008,T-D MAINTENANCE CORP,,04/20/2015, 254 , 15 
,B00009,T-D MAINTENANCE,,04/20/2015, 135 , 17 
,B00013,LOVE CORP CAR INC,,04/20/2015, 343 , 101 
,B00014,NY ONE CORP CAR INC,,04/20/2015, 531 , 158 
,B00035,LOTUS RIDE INC,,04/20/2015, 33 , 20 
,B00037,TRANSP UNLIMITED C/S,,04/20/2015, 466 , 45 
,B00095,LIBERTY CAR SERVICE INC.,,04/20/2015, 679 , 73 
,B00160,JAFFA CAR & LIMO SVC INC,,04/20/2015, 275 , 2 
,B00202,"EXCELSIOR CAR & LIMO, INC.",,04/20/2015, 53 , 14 
,B00221,PROFESSIONAL CAR SERVICE INC,,04/20/2015, 569 , 81 
,B00227,"PARK WEST EXEC. SERVICES, INC.",,04/20/2015, 488 , 165 
,B00235,"ARISTACAR & LIMOUSINE, LTD.",,04/20/2015, 33 , 14 
,B00236,LAST RADIO GROUP CORP.,,04/20/2015, 3 , 1 
,B00248,YELLOWSTONE TRANSPORTATION INC.,,04/20/2015," 1,036 ", 117 
,B00254,XYZ TWO WAY RADIO,,04/20/2015," 1,143 ", 268 
,B00255,CAUTIOUS CARS INC.,,04/20/2015, 49 , 10 
,B00256,FAST OPERATING CORP,,04/20/2015," 2,952 ", 654 
,B00272,BIG APPLE CAR INC,,04/20/2015, 392 , 149 
,B00277,ALL CITY CORP TRANS INC,,04/20/2015, 149 , 40 
,B00280,FLEET RADIO DISPATCH CORP.,,04/20/2015, 233 , 74 
,B00281,"VEE CEE LIMOUSINE SERVICE, INC",,04/20/2015, 126 , 10 
,B00296,PRIME TIME TRANS. INC,,04/20/2015, 110 , 38 
,B00310,WATSON CAR SERVICE INC.,,04/20/2015," 1,631 ", 135 
,B00373,PARTICULAR PEOPLE CAR SERVICE INC.,,04/20/2015, 364 , 31 
,B00381,BELL RADIO INC,,04/20/2015, 394 , 124 
,B00411,FONE-A-CAR INC,,04/20/2015, 201 , 54 
,B00412,NYC 2 WAY INTERNATIONAL LTD,,04/20/2015, 371 , 90 
,B00448,DIAL CAR INC.,,04/20/2015, 13 , 6 
,B00475,RIDGE TRANSPORTATION CORP.,,04/20/2015, 102 , 8 
,B00477,INTA-BORO ACRES INC,,04/20/2015, 597 , 168 
,B00552,HINO-MARU ENTERPRISES INC.,,04/20/2015, 48 , 29 
,B00608,SUMMIT CORP CAR INC,,04/20/2015, 168 , 39 
,B00619,LINCOLN LIMO SVCE INC,,04/20/2015, 27 , 6 
,B00623,MANHATTAN INT'L LIMO NETWORK LLC,,04/20/2015, 23 , 6 
,B00652,RESCUE C/S INC,,04/20/2015, 135 , 17 
,B00789,VITAL TRANSPORTATION INC.,,04/20/2015, 895 , 229 
,b00833,OMEGA CAR SERVICE INC.,,04/20/2015, 69 , -   
,B00837,CAREY LIMO N Y INC,,04/20/2015, 525 , 181 
,B00856,BEE-BEE CAR & LIMO CORP,,04/20/2015, 736 , 65 
,b00881,CROSSBAY CAR SERVICE INC.,,04/20/2015, 33 , 13 
,B00888,ACE C/L SVCE INC,,04/20/2015, 125 , 40 
,b00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,04/20/2015, 243 , 13 
,B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",,04/20/2015, 511 , 70 
,B00932,NATASHAS GRP CAR CORP,,04/20/2015, 329 , 44 
,b00941,PERSONAL TOUCH C/S,,04/20/2015, 57 , -   
,B00948,510 CAR SERVICE CORP,,04/20/2015, 552 , 61 
,b00983,"1431 CAR SERVICE, INC.",,04/20/2015, 84 , 9 
,b01013,AMERICANA TRANSPORTATION LLC,,04/20/2015, 17 , 6 
,B01016,810 CAR SVCE CORP,,04/20/2015, 891 , 67 
,B01020,MICHAELS CAR SERVICE INC.,,04/20/2015, 57 , 12 
,b01039,NYC WHEELS CAR SERVICE INC.,,04/20/2015, 10 , 10 
,b01048,HILLSIDE 24 HOURS RADIO DISPATCH INC,,04/20/2015, 79 , 8 
,B01069,RPO CAR AND LIMOUSINE SERVICE INC.,,04/20/2015, 94 , 12 
,B01087,ELITE LIMO PLUS INC,,04/20/2015, 776 , 250 
,B01129,GTWY INC,,04/20/2015, 255 , 23 
,B01148,EVELYN CAR SERVICE INC,,04/20/2015, 441 , 57 
,B01176,SANTO DOMINGO C/S INC,,04/20/2015, 689 , 79 
,B01177,SLMK INC.,,04/20/2015, 126 , 9 
,B01197,"TEL-A-CAR OF NEW YORK, LLC",,04/20/2015, 324 , 84 
